AÑO,mes,dia,fecha,temperatura maxima,temperatura minima,temperatura media,lluvia media
2006,12,26,2006/12/26,26,19.6,22.2,0
2006,12,27,2006/12/27,25.6,14.8,20.3,0
2006,12,28,2006/12/28,31,12.8,22.6,0
2006,12,29,2006/12/29,33.2,19.6,26.7,0
2006,12,30,2006/12/30,35,19,27.5,0
2006,12,31,2006/12/31,34.4,21.6,28.3,0
2007,1,1,2007/1/1,34.6,22.4,28.4,0
2007,1,2,2007/1/2,33.5,21.5,27.8,0.6
2007,1,3,2007/1/3,33.5,21.2,27.3,0
2007,1,4,2007/1/4,33.6,21,27.8,0
2007,1,5,2007/1/5,36,20.5,28.4,0
2007,1,6,2007/1/6,36.4,19,27.7,0
2007,1,7,2007/1/7,34.6,20.5,28.1,0
2007,1,8,2007/1/8,30.2,21,25.9,0.3
2007,1,9,2007/1/9,29.2,20.2,24.1,0
2007,1,10,2007/1/10,28.5,20.4,24.7,0
2007,1,11,2007/1/11,28.8,20.2,24.4,0
2007,1,12,2007/1/12,30.2,18.6,25.1,0
2007,1,13,2007/1/13,33.6,20.3,27.5,0
2007,1,14,2007/1/14,34,19.2,27.1,0
2007,1,15,2007/1/15,33.5,21.4,28.1,0
2007,1,16,2007/1/16,33,19.5,25.8,0
2007,1,17,2007/1/17,31.4,20.6,24.1,0
2007,1,18,2007/1/18,29,19.5,24.4,0
2007,1,19,2007/1/19,32,17,25.2,0
2007,1,20,2007/1/20,32,17,25.6,0
2007,1,21,2007/1/21,34.8,21.5,28.1,0
2007,1,22,2007/1/22,35.4,22,28.6,0
2007,1,23,2007/1/23,34,19.5,27.9,0
2007,1,24,2007/1/24,34.8,20,27.9,0
2007,1,25,2007/1/25,32.6,22,27.2,0
2007,1,26,2007/1/26,29.6,21.2,24.6,0
2007,1,27,2007/1/27,34.8,20,24.6,0
2007,1,28,2007/1/28,32.8,21.4,27.3,0
2007,1,29,2007/1/29,31,21.4,25.6,0
2007,1,30,2007/1/30,33,17.7,26.1,0
2007,1,31,2007/1/31,33.7,19,27.5,0
2007,2,1,2007/2/1,38.8,19,30.3,0
2007,2,2,2007/2/2,39.2,20.5,31.2,0
2007,2,3,2007/2/3,34.5,21,28.5,0
2007,2,4,2007/2/4,34.8,22,29.5,0
2007,2,5,2007/2/5,34.4,21.5,28.2,0
2007,2,6,2007/2/6,31.6,21.6,27,0
2007,2,7,2007/2/7,32,18.8,26.4,0
2007,2,8,2007/2/8,31.6,20.4,26.4,0
2007,2,9,2007/2/9,34.4,20.6,27.7,0
2007,2,10,2007/2/10,34.2,19.5,27.7,0
2007,2,11,2007/2/11,34.2,21.4,28.4,0
2007,2,12,2007/2/12,36.2,19.5,28.3,0
2007,2,13,2007/2/13,39,18.8,29.9,0
2007,2,14,2007/2/14,38.6,20,29.6,0
2007,2,15,2007/2/15,37,20.5,29.1,0
2007,2,16,2007/2/16,33,21,27.3,0
2007,2,17,2007/2/17,30,20,23.1,0
2007,2,18,2007/2/18,27.4,19.8,23.5,0
2007,2,19,2007/2/19,28.4,12.8,21.7,0
2007,2,20,2007/2/20,32.4,15.2,24.5,0
2007,2,21,2007/2/21,37.5,15.6,26.9,0
2007,2,22,2007/2/22,34,19.4,27.9,0
2007,2,23,2007/2/23,33.2,20.8,27.7,0
2007,2,24,2007/2/24,35,17.2,26.9,0
2007,2,25,2007/2/25,39.2,18.6,30.2,0
2007,2,26,2007/2/26,39,20.4,29.5,0
2007,2,27,2007/2/27,39.6,20.4,30.6,0
2007,2,28,2007/2/28,38,21.6,30.2,0
2007,3,1,2007/3/1,39.5,22.6,32.4,0
2007,3,2,2007/3/2,39.8,21.2,31.5,0
2007,3,3,2007/3/3,36.5,23.4,31.3,0
2007,3,4,2007/3/4,32.4,22.6,27.1,0
2007,3,5,2007/3/5,32,23.6,26.8,0
2007,3,6,2007/3/6,27.2,18.2,23,0
2007,3,7,2007/3/7,30.2,20,24.7,0
2007,3,8,2007/3/8,32.2,18.2,26.3,0
2007,3,9,2007/3/9,34.2,21.4,28.5,0
2007,3,10,2007/3/10,34.4,21,25.4,0
2007,3,11,2007/3/11,34.2,23.4,25.7,0
2007,3,12,2007/3/12,34,23.4,28.3,0.3
2007,3,13,2007/3/13,33.8,18.5,27.7,0
2007,3,14,2007/3/14,34.6,21.5,28.5,0
2007,3,15,2007/3/15,38.5,21.4,30.3,0
2007,3,16,2007/3/16,37,22.4,30.5,0
2007,3,17,2007/3/17,34.4,23.2,29,0
2007,3,18,2007/3/18,32,20.6,26.9,0
2007,3,19,2007/3/19,32.6,21,27,0
2007,3,20,2007/3/20,33.2,18.2,26.5,0
2007,3,21,2007/3/21,32.8,21.6,26.8,0.8
2007,3,22,2007/3/22,32.4,20.6,26.4,0.8
2007,3,23,2007/3/23,33.2,20.2,27.6,0
2007,3,24,2007/3/24,34,19.4,27.5,0
2007,3,25,2007/3/25,31.4,19.4,26.2,0
2007,3,26,2007/3/26,33,17.8,27.1,0
2007,3,27,2007/3/27,35,18.5,28.5,0
2007,3,28,2007/3/28,35.4,20.4,28.8,0
2007,3,29,2007/3/29,36.5,22.8,30.1,0.4
2007,3,30,2007/3/30,33.5,22.8,26.9,1.7
2007,3,31,2007/3/31,36.2,19.4,28.9,0
2007,4,1,2007/4/1,36.6,24,30.5,0
2007,4,2,2007/4/2,36.6,25,30.4,0
2007,4,3,2007/4/3,30.5,24.4,27.7,0
2007,4,4,2007/4/4,32.6,22,28.1,0
2007,4,5,2007/4/5,35.2,21.6,28.7,0
2007,4,6,2007/4/6,34.6,20.6,28.9,0
2007,4,7,2007/4/7,33.4,21.6,28.5,0
2007,4,8,2007/4/8,36.2,21.2,29.4,0
2007,4,9,2007/4/9,38,22,30.4,0
2007,4,10,2007/4/10,41.8,21.5,30.4,0
2007,4,11,2007/4/11,42,21.8,32.4,0
2007,4,12,2007/4/12,41,23.8,33.3,0
2007,4,13,2007/4/13,39.6,23.8,33.2,0
2007,4,14,2007/4/14,42.5,23.5,31.5,0
2007,4,15,2007/4/15,37.5,26.6,34.6,0
2007,4,16,2007/4/16,31.6,22.4,31.5,0
2007,4,17,2007/4/17,36,18.4,27.3,0
2007,4,18,2007/4/18,42,20,28.5,0
2007,4,19,2007/4/19,37.6,24.4,32.5,0
2007,4,20,2007/4/20,38.8,23.8,31.9,0
2007,4,21,2007/4/21,36.6,24,31.3,0
2007,4,22,2007/4/22,37.6,22.8,31.3,0
2007,4,23,2007/4/23,36,22,31.1,0
2007,4,24,2007/4/24,35.5,19.2,30.1,0
2007,4,25,2007/4/25,41.4,19.6,28.7,0
2007,4,26,2007/4/26,41.2,23,30.4,0
2007,4,27,2007/4/27,38.8,22.8,32.6,0
2007,4,28,2007/4/28,38,22.7,31.5,0
2007,4,29,2007/4/29,36.8,24,31.1,0
2007,4,30,2007/4/30,36.2,21.8,30.8,0
2007,5,1,2007/5/1,37.6,21.2,30.3,0
2007,5,2,2007/5/2,39.8,22.8,31.8,0
2007,5,3,2007/5/3,41.8,24,32.7,6.6
2007,5,4,2007/5/4,40,23.6,32.1,0
2007,5,5,2007/5/5,38.6,24.8,32.3,0
2007,5,6,2007/5/6,39.2,24.6,32.1,0.5
2007,5,7,2007/5/7,38,23.8,31.4,0
2007,5,8,2007/5/8,36.5,23,30.9,0
2007,5,9,2007/5/9,38.5,18.5,30.6,0
2007,5,10,2007/5/10,39,19.8,30.6,0
2007,5,11,2007/5/11,39.5,20.8,31.5,0
2007,5,12,2007/5/12,37.8,19,31.3,0
2007,5,13,2007/5/13,37,23,31.5,0
2007,5,14,2007/5/14,36,23.7,30.9,0
2007,5,15,2007/5/15,35.5,23.8,30.8,0
2007,5,16,2007/5/16,35,24.4,30.1,0.7
2007,5,17,2007/5/17,35.2,23,29.6,1.2
2007,5,18,2007/5/18,34.4,22,29.2,0
2007,5,19,2007/5/19,34.8,23,29.5,0.2
2007,5,20,2007/5/20,36.2,23.6,30.7,0
2007,5,21,2007/5/21,38,21.7,30.6,0
2007,5,22,2007/5/22,39,20.2,32.2,0
2007,5,23,2007/5/23,38,21.8,31.9,0
2007,5,24,2007/5/24,37,23.4,31.5,0
2007,5,25,2007/5/25,38.5,22.4,31.9,0
2007,5,26,2007/5/26,36.6,21.8,30.2,0
2007,5,27,2007/5/27,38.6,22.2,31.3,0
2007,5,28,2007/5/28,38,23.6,30.9,6
2007,5,29,2007/5/29,37.6,22.6,30.8,0
2007,5,30,2007/5/30,37.6,22.2,30.8,8.2
2007,5,31,2007/5/31,32.6,22.6,25.9,9.3
2007,6,1,2007/6/1,33.5,22.7,28.1,1.2
2007,6,2,2007/6/2,33.7,23.3,29.3,0
2007,6,3,2007/6/3,38.8,23.8,32.7,0
2007,6,4,2007/6/4,39.8,23.4,32.6,4
2007,6,5,2007/6/5,36,23,28.1,10.7
2007,6,6,2007/6/6,36,21.8,28.7,27.9
2007,6,7,2007/6/7,36,21,27.3,5.3
2007,6,8,2007/6/8,36,22,31,0
2007,6,9,2007/6/9,35,22.2,29.5,0
2007,6,10,2007/6/10,35.6,21.8,29.7,0
2007,6,11,2007/6/11,34.6,21.6,29.1,0.8
2007,6,12,2007/6/12,35.4,22,30.1,2.1
2007,6,13,2007/6/13,35.8,22,29.9,20.2
2007,6,14,2007/6/14,32.4,21.8,27.9,37.2
2007,6,15,2007/6/15,32.6,21,28.6,8.9
2007,6,16,2007/6/16,35.6,21.2,27.7,1.4
2007,6,17,2007/6/17,35.6,21,28.8,7
2007,6,18,2007/6/18,34,21,28.9,0
2007,6,19,2007/6/19,35,22,29.5,0
2007,6,20,2007/6/20,35,22.8,29.1,0
2007,6,21,2007/6/21,35,22.4,28.5,0
2007,6,22,2007/6/22,33.5,21.8,28.6,1.5
2007,6,23,2007/6/23,34.5,21.4,30,3.8
2007,6,24,2007/6/24,34,20.7,27,2.8
2007,6,25,2007/6/25,34.3,20.8,28.9,0
2007,6,26,2007/6/26,34.6,23,29.5,0
2007,6,27,2007/6/27,34.2,23,29.7,0
2007,6,28,2007/6/28,34,20,29.1,0
2007,6,29,2007/6/29,35.6,20.4,29.7,26.2
2007,6,30,2007/6/30,34.8,21.4,28.3,1.3
2007,7,1,2007/7/1,35.4,22.4,30,3.1
2007,7,2,2007/7/2,35,20.4,29,0
2007,7,3,2007/7/3,34.5,24,29.8,0
2007,7,4,2007/7/4,35,23.4,30.3,0
2007,7,5,2007/7/5,35,22.8,30,0
2007,7,6,2007/7/6,34.6,23.5,30.1,0
2007,7,7,2007/7/7,34.5,21.8,29.7,0
2007,7,8,2007/7/8,35.6,22.8,30.2,0
2007,7,9,2007/7/9,36,22.6,30.6,0
2007,7,10,2007/7/10,36.2,23.4,31.1,0
2007,7,11,2007/7/11,34.8,20,27.4,1.2
2007,7,12,2007/7/12,34.2,20.2,27.8,0.4
2007,7,13,2007/7/13,33.5,21,27.1,20.2
2007,7,14,2007/7/14,32.8,21.4,27.9,4
2007,7,15,2007/7/15,32,22.6,26.2,12.5
2007,7,16,2007/7/16,34,20.6,28.8,0
2007,7,17,2007/7/17,33,21.4,28.3,0
2007,7,18,2007/7/18,33.8,21.4,27.5,25.9
2007,7,19,2007/7/19,32.5,19.8,27.7,1.9
2007,7,20,2007/7/20,34,20.5,29.4,0
2007,7,21,2007/7/21,34.4,22,29.3,0
2007,7,22,2007/7/22,33.5,21,29.2,0
2007,7,23,2007/7/23,33.8,21.5,27.3,9.6
2007,7,24,2007/7/24,33.6,21.5,27.3,6.1
2007,7,25,2007/7/25,33.8,22.4,28.7,0
2007,7,26,2007/7/26,35.6,22.4,29.9,2
2007,7,27,2007/7/27,34.6,20.6,29.1,0
2007,7,28,2007/7/28,35,22,29.2,0
2007,7,29,2007/7/29,34.6,22,29.8,0.2
2007,7,30,2007/7/30,35.5,20,29.1,0
2007,7,31,2007/7/31,35,22.5,28.8,0
2007,8,1,2007/8/1,35.5,22.5,30,0
2007,8,2,2007/8/2,36,22,29.7,0
2007,8,3,2007/8/3,36.5,22.2,30.1,2.7
2007,8,4,2007/8/4,34.6,22,29.9,0
2007,8,5,2007/8/5,35,22,27.9,4.9
2007,8,6,2007/8/6,36.4,21.5,29.8,0
2007,8,7,2007/8/7,35.6,21.8,30.1,0
2007,8,8,2007/8/8,36.2,22,29.7,2.4
2007,8,9,2007/8/9,35.4,21.2,29.5,0
2007,8,10,2007/8/10,35.2,22,29.7,0
2007,8,11,2007/8/11,36.4,21.8,30.7,0
2007,8,12,2007/8/12,32.4,23,27.4,48.9
2007,8,13,2007/8/13,34,22,27,11.9
2007,8,14,2007/8/14,33,22.2,28.9,0
2007,8,15,2007/8/15,36.4,22.7,31.6,20.8
2007,8,16,2007/8/16,33.5,20.5,27.7,34.7
2007,8,17,2007/8/17,34.5,19.5,27.7,0
2007,8,18,2007/8/18,33,22.2,28.9,0
2007,8,19,2007/8/19,34,22.4,29.6,0
2007,8,20,2007/8/20,34.8,21.4,29.1,0
2007,8,21,2007/8/21,34.8,22,29.5,0
2007,8,22,2007/8/22,34.6,23,29.1,0
2007,8,23,2007/8/23,33.5,22.6,28.3,3.6
2007,8,24,2007/8/24,35.2,22,29.7,0
2007,8,25,2007/8/25,37,20.8,30.3,1.6
2007,8,26,2007/8/26,34.4,21,28.6,0
2007,8,27,2007/8/27,35,22.2,28.7,4.6
2007,8,28,2007/8/28,33.6,20.5,28.1,3
2007,8,29,2007/8/29,33.6,21.4,26.4,18.9
2007,8,30,2007/8/30,33.5,21,27.5,15.4
2007,8,31,2007/8/31,33,20.2,28.4,0.2
2007,9,1,2007/9/1,34.2,21.6,29.1,0.3
2007,9,2,2007/9/2,34,21,29,0
2007,9,3,2007/9/3,34,22,29.2,2
2007,9,4,2007/9/4,33.8,21,27.8,9.2
2007,9,5,2007/9/5,27,20.8,23.3,36.2
2007,9,6,2007/9/6,33.2,19.8,27.7,0.1
2007,9,7,2007/9/7,34.6,22,27.8,28.7
2007,9,8,2007/9/8,33.6,20.8,27.3,3.4
2007,9,9,2007/9/9,34,21.2,28.5,40.4
2007,9,10,2007/9/10,33.2,20,27.8,0
2007,9,11,2007/9/11,32.5,21.2,26.9,2.7
2007,9,12,2007/9/12,32.5,21.5,27.9,1.4
2007,9,13,2007/9/13,33,20.5,28.5,2.5
2007,9,14,2007/9/14,33,21.4,27,1.7
2007,9,15,2007/9/15,32.6,19.6,27.7,0
2007,9,16,2007/9/16,33,19.8,26.6,0
2007,9,17,2007/9/17,33.2,21,27.9,0
2007,9,18,2007/9/18,33.6,20,28.5,0
2007,9,19,2007/9/19,33.8,22.2,29,0
2007,9,20,2007/9/20,33.4,20.8,28.5,0
2007,9,21,2007/9/21,33.6,21.8,28.4,0
2007,9,22,2007/9/22,33.6,21.4,28.5,0
2007,9,23,2007/9/23,33.6,21,27.6,22
2007,9,24,2007/9/24,33,22.3,28.1,41
2007,9,25,2007/9/25,33.2,20.5,27.6,26.2
2007,9,26,2007/9/26,33,20.8,27.2,0
2007,9,27,2007/9/27,33.6,22.5,29.5,0.5
2007,9,28,2007/9/28,33,22.2,28.4,16.5
2007,9,29,2007/9/29,32.5,21.5,27.9,0
2007,9,30,2007/9/30,32.8,21.7,27.7,15
2007,10,1,2007/10/1,32.8,20.9,27.7,0.2
2007,10,2,2007/10/2,30.4,20.6,26.5,0
2007,10,3,2007/10/3,32.2,19,26.5,0
2007,10,4,2007/10/4,33,20,27.8,0
2007,10,5,2007/10/5,33.8,21.8,28.3,0
2007,10,6,2007/10/6,33.6,21.4,28.5,1
2007,10,7,2007/10/7,32.8,22,27.8,0
2007,10,8,2007/10/8,34.4,22.2,28.7,9.1
2007,10,9,2007/10/9,34,21.8,28.3,7.8
2007,10,10,2007/10/10,32,22.8,27.8,0.8
2007,10,11,2007/10/11,32.8,22.8,28.7,0
2007,10,12,2007/10/12,32,23,26.7,11.8
2007,10,13,2007/10/13,27.5,22,25.2,3.5
2007,10,14,2007/10/14,32,21.8,27.5,0
2007,10,15,2007/10/15,33.2,22.2,28.3,19.1
2007,10,16,2007/10/16,34,22.2,27.7,0
2007,10,17,2007/10/17,35.8,22.4,30.3,0
2007,10,18,2007/10/18,34,23.6,29.1,0
2007,10,19,2007/10/19,33.6,22.4,27.5,0.8
2007,10,20,2007/10/20,32.2,21.8,27.8,0.2
2007,10,21,2007/10/21,30.2,22.8,26.3,0.3
2007,10,22,2007/10/22,34,21.5,28.8,0
2007,10,23,2007/10/23,34.5,20.5,27.1,1.7
2007,10,24,2007/10/24,31.5,19.5,25.8,0
2007,10,25,2007/10/25,30,17.6,24.3,0
2007,10,26,2007/10/26,30,16,23.9,0
2007,10,27,2007/10/27,29.5,14.8,23.7,0
2007,10,28,2007/10/28,31.6,16.4,25.1,0
2007,10,29,2007/10/29,32.2,18.8,26.5,0
2007,10,30,2007/10/30,33.2,20.8,27.6,0
2007,10,31,2007/10/31,31.6,21.2,26.7,0
2007,11,1,2007/11/1,33.6,17.6,26,0
2007,11,2,2007/11/2,33.6,19.8,27.3,0
2007,11,3,2007/11/3,30.2,20.2,26.2,0
2007,11,4,2007/11/4,30.5,17.2,24.4,0.1
2007,11,5,2007/11/5,29.5,18.3,24.3,1.7
2007,11,6,2007/11/6,30,17.6,24.3,0
2007,11,7,2007/11/7,29.5,14.5,23.2,0
2007,11,8,2007/11/8,30,14.6,23.9,0
2007,11,9,2007/11/9,30.2,15,24.3,0
2007,11,10,2007/11/10,30.5,16.8,24.9,0
2007,11,11,2007/11/11,31,17.3,24.4,0
2007,11,12,2007/11/12,29.8,16.2,24,0
2007,11,13,2007/11/13,30.6,18.6,24.5,0
2007,11,14,2007/11/14,30.8,19.2,25.5,0
2007,11,15,2007/11/15,31.2,22,25.7,0
2007,11,16,2007/11/16,31,17.8,24.1,0
2007,11,17,2007/11/17,31,17.5,24.9,0
2007,11,18,2007/11/18,32,16.6,25.4,0
2007,11,19,2007/11/19,33.5,19.8,27.3,5
2007,11,20,2007/11/20,32,19,26.1,0
2007,11,21,2007/11/21,32.8,20.8,26.9,0
2007,11,22,2007/11/22,33,18.6,26.8,0
2007,11,23,2007/11/23,34,20.8,26.6,4.7
2007,11,24,2007/11/24,33,19.3,28.3,0
2007,11,25,2007/11/25,34,20.7,28.4,0
2007,11,26,2007/11/26,33.6,19,27.5,1.6
2007,11,27,2007/11/27,30.8,21,25.6,0
2007,11,28,2007/11/28,32,21.6,26,0
2007,11,29,2007/11/29,32.6,18.4,25.3,0
2007,11,30,2007/11/30,31.5,18,25.8,0
2007,12,1,2007/12/1,30,20.6,24.9,0
2007,12,2,2007/12/2,32.2,18.5,25.5,0.2
2007,12,3,2007/12/3,30.6,19.6,25.1,0
2007,12,4,2007/12/4,31.5,18.6,24.3,0
2007,12,5,2007/12/5,34,12,24.1,0
2007,12,6,2007/12/6,34.5,15.3,26,0
2007,12,7,2007/12/7,33.5,19.8,27.7,0
2007,12,8,2007/12/8,33,20.2,27.5,0
2007,12,9,2007/12/9,32.6,19.2,26.7,0
2007,12,10,2007/12/10,33.4,20.6,27.3,0
2007,12,11,2007/12/11,32.4,18.8,25.9,0
2007,12,12,2007/12/12,33.4,19,26.1,0
2007,12,13,2007/12/13,32.6,17.6,25.8,0
2007,12,14,2007/12/14,33,17.8,26.1,0
2007,12,15,2007/12/15,34.6,15.4,25.6,0
2007,12,16,2007/12/16,33,18.8,25.9,0
2007,12,17,2007/12/17,30.5,17.4,23.6,0
2007,12,18,2007/12/18,27.5,17.5,23,0
2007,12,19,2007/12/19,29.8,18.6,24.6,0
2007,12,20,2007/12/20,34,18.8,27.4,0
2007,12,21,2007/12/21,32.5,17.5,26.8,0
2007,12,22,2007/12/22,34,17.8,26.9,0
2007,12,23,2007/12/23,32.5,18,26.2,0
2007,12,24,2007/12/24,31,20,25.5,0
2007,12,25,2007/12/25,30.6,18.2,24.1,0
2007,12,26,2007/12/26,32,16.4,24.7,0
2007,12,27,2007/12/27,32.5,18.8,26.3,0
2007,12,28,2007/12/28,34,21,27.6,0
2007,12,29,2007/12/29,33.4,19.4,26.5,0
2007,12,30,2007/12/30,34.4,18.4,26.7,0
2007,12,31,2007/12/31,34,20.6,26.9,0
2008,1,1,2008/1/1,33,20.5,27.3,0
2008,1,2,2008/1/2,30.5,20.3,23.5,0
2008,1,3,2008/1/3,26,18.2,21.7,0
2008,1,4,2008/1/4,27,14.6,21.3,0
2008,1,5,2008/1/5,28,14.4,22.4,0
2008,1,6,2008/1/6,31.5,18.8,25.7,0
2008,1,7,2008/1/7,31,19.8,26.2,0
2008,1,8,2008/1/8,34,21.4,27.8,0
2008,1,9,2008/1/9,33,20,27,0
2008,1,10,2008/1/10,33.4,18,26.3,0
2008,1,11,2008/1/11,36.4,17.6,27.1,0
2008,1,12,2008/1/12,35,19,27.3,0
2008,1,13,2008/1/13,32.8,19,27.3,0
2008,1,14,2008/1/14,33,18,26.3,0.1
2008,1,15,2008/1/15,33,19,26.8,0
2008,1,16,2008/1/16,37,17.7,28.8,0
2008,1,17,2008/1/17,36,20,28.3,0
2008,1,18,2008/1/18,35.8,19.2,27.9,0
2008,1,19,2008/1/19,35.6,22,29,0
2008,1,20,2008/1/20,31,19,25.2,0
2008,1,21,2008/1/21,31.2,18.2,25.6,0
2008,1,22,2008/1/22,31.8,20.6,26.6,0
2008,1,23,2008/1/23,33,20.4,27.7,0
2008,1,24,2008/1/24,32.8,21.4,27.5,0.7
2008,1,25,2008/1/25,31.6,21,25.8,0.5
2008,1,26,2008/1/26,29.4,20.8,25,0
2008,1,27,2008/1/27,30,19.5,24.5,0
2008,1,28,2008/1/28,31,19.4,25.7,0
2008,1,29,2008/1/29,34.6,15,26.1,0
2008,1,30,2008/1/30,38,16.2,26.8,0
2008,1,31,2008/1/31,37,16.4,27.7,0
2008,2,1,2008/2/1,34,18.3,27.6,0
2008,2,2,2008/2/2,33.7,19,27.2,0
2008,2,3,2008/2/3,33.6,17,26,0
2008,2,4,2008/2/4,34.4,19,27.3,0
2008,2,5,2008/2/5,34.8,19.8,28.1,0
2008,2,6,2008/2/6,37.8,21.8,30,0
2008,2,7,2008/2/7,34,19.6,27.7,0
2008,2,8,2008/2/8,34.6,20.6,28.7,0
2008,2,9,2008/2/9,34.4,19.4,28.2,0
2008,2,10,2008/2/10,31.4,19.8,24.7,4.1
2008,2,11,2008/2/11,32,19.5,26.3,2.6
2008,2,12,2008/2/12,36.8,19.8,28.7,0
2008,2,13,2008/2/13,37,21.4,29.7,0
2008,2,14,2008/2/14,33.5,20,27.9,0
2008,2,15,2008/2/15,33.5,20,28.2,0
2008,2,16,2008/2/16,35.5,21,27.9,0
2008,2,17,2008/2/17,38,20.4,29.7,0
2008,2,18,2008/2/18,37.8,22.4,30.5,0
2008,2,19,2008/2/19,35.6,21,28.7,0
2008,2,20,2008/2/20,33.6,20.2,27.1,0
2008,2,21,2008/2/21,37.6,22.4,30.1,0
2008,2,22,2008/2/22,38.5,20.6,30.2,0
2008,2,23,2008/2/23,36.5,19.6,29.2,0
2008,2,24,2008/2/24,36.4,20,29.7,0
2008,2,25,2008/2/25,34,19.8,27.9,0
2008,2,26,2008/2/26,39,18,30.5,0
2008,2,27,2008/2/27,34.5,20,27.8,0
2008,2,28,2008/2/28,29,18.4,23.9,0
2008,2,29,2008/2/29,32.4,16.8,25.9,0
2008,3,1,2008/3/1,31.5,19.5,27,0.3
2008,3,2,2008/3/2,34,19.4,28.4,0
2008,3,3,2008/3/3,38.2,20,30,0
2008,3,4,2008/3/4,39.4,21.6,30.5,0
2008,3,5,2008/3/5,36,22.8,29.7,0
2008,3,6,2008/3/6,38.8,22.4,31.1,0
2008,3,7,2008/3/7,39,21,31.5,0
2008,3,8,2008/3/8,27.8,20.4,24.5,0
2008,3,9,2008/3/9,32.2,15,25.1,0
2008,3,10,2008/3/10,35.5,18.6,27.8,0
2008,3,11,2008/3/11,35.4,21.3,28.8,0
2008,3,12,2008/3/12,35,18,27.9,0
2008,3,13,2008/3/13,36.5,17.4,28.1,0
2008,3,14,2008/3/14,39,19,30.7,0
2008,3,15,2008/3/15,40,20.4,31.5,0
2008,3,16,2008/3/16,38.6,20.8,30.5,0
2008,3,17,2008/3/17,37.8,23,30.8,0
2008,3,18,2008/3/18,40.8,22.8,29.7,0
2008,3,19,2008/3/19,40,21,31.8,0
2008,3,20,2008/3/20,29.8,23.2,25.2,0
2008,3,21,2008/3/21,31,17.8,24.9,0
2008,3,22,2008/3/22,33.6,20,27.9,0
2008,3,23,2008/3/23,35.5,20.5,28.9,0
2008,3,24,2008/3/24,33,21.9,25.6,0.2
2008,3,25,2008/3/25,30,20,25,0
2008,3,26,2008/3/26,32.5,19.6,26.8,0
2008,3,27,2008/3/27,33.5,20.3,28.3,0
2008,3,28,2008/3/28,37.6,21.2,29.8,5.9
2008,3,29,2008/3/29,38,21.2,30.6,0
2008,3,30,2008/3/30,37.5,21.4,30.2,0
2008,3,31,2008/3/31,36.4,21.4,30.5,0
2008,4,1,2008/4/1,38.6,20,30.3,0
2008,4,2,2008/4/2,35.8,21.6,29.6,0
2008,4,3,2008/4/3,35.2,19,28.7,0
2008,4,4,2008/4/4,39,20,30.5,0
2008,4,5,2008/4/5,40.2,23,33.5,0
2008,4,6,2008/4/6,40.4,25,33.7,0
2008,4,7,2008/4/7,42,23.4,33.1,0
2008,4,8,2008/4/8,41.5,24.8,33.6,0
2008,4,9,2008/4/9,39.6,21,31.5,0
2008,4,10,2008/4/10,41,21.6,33.5,2
2008,4,11,2008/4/11,40.8,22.2,30,30.5
2008,4,12,2008/4/12,37.5,21.3,28.8,4.7
2008,4,13,2008/4/13,31.5,21.4,22.8,0
2008,4,14,2008/4/14,33.2,20,27.8,0
2008,4,15,2008/4/15,29.2,20.2,25.1,0
2008,4,16,2008/4/16,30,18.8,24.7,0
2008,4,17,2008/4/17,32.2,19.4,26.9,0
2008,4,18,2008/4/18,35.5,21.4,29.8,0
2008,4,19,2008/4/19,35.5,21.5,29.5,6.4
2008,4,20,2008/4/20,33.6,22.4,28.3,0
2008,4,21,2008/4/21,36.6,22,30.5,0
2008,4,22,2008/4/22,36.7,21.6,30.9,0
2008,4,23,2008/4/23,36.5,21.4,30.7,0
2008,4,24,2008/4/24,36.6,21.5,30.6,0
2008,4,25,2008/4/25,39,20.5,30.5,0
2008,4,26,2008/4/26,36.5,19,28.9,0
2008,4,27,2008/4/27,35,20,28.9,0
2008,4,28,2008/4/28,35.6,20.7,29.7,0
2008,4,29,2008/4/29,34.8,21.8,29.5,0
2008,4,30,2008/4/30,35.8,19.4,29.1,0
2008,5,1,2008/5/1,40,19,29.5,0
2008,5,2,2008/5/2,40.4,22,33.1,0
2008,5,3,2008/5/3,39.8,23.2,32.4,41
2008,5,4,2008/5/4,32,22.4,28.6,0
2008,5,5,2008/5/5,33,22.4,27.8,0
2008,5,6,2008/5/6,36,20.6,29.5,0
2008,5,7,2008/5/7,36,19.5,30.2,0
2008,5,8,2008/5/8,40.5,21,31.4,0
2008,5,9,2008/5/9,41.5,22.6,32.9,0
2008,5,10,2008/5/10,41,22.4,32.7,0
2008,5,11,2008/5/11,41.2,23.8,31.2,0
2008,5,12,2008/5/12,40.4,24,33.1,0
2008,5,13,2008/5/13,40,24,33.2,0
2008,5,14,2008/5/14,39.4,23,32.6,0
2008,5,15,2008/5/15,40,24.8,33.9,0
2008,5,16,2008/5/16,39.4,24.4,32.6,0
2008,5,17,2008/5/17,39,24.8,32.8,0
2008,5,18,2008/5/18,39.6,24,31.9,0.5
2008,5,19,2008/5/19,39,21.6,32.1,0
2008,5,20,2008/5/20,40.2,23,32.3,5.5
2008,5,21,2008/5/21,36,21.7,30.3,0
2008,5,22,2008/5/22,36.5,22.7,31.5,0
2008,5,23,2008/5/23,37.5,23.8,32.1,0
2008,5,24,2008/5/24,39,23.5,31.1,2.5
